variable_set|section|subsection|variable_name|polity_name|polity_new_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Kingdom of Norway I|no_norway_k_1|Haakon (V) Haakonsson Sverre|Magnus VI Haakonsson Sverre|P|A|P|A|A|A|A|A|A||1257|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mongol Empire|mn_mongol_emp|Interregnum|Güyük Khan (Ting Tsung, Guyuk)|P|A|A|A|A|A|A|A|A|None|1246|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Masud|Mahmud I|P|P|P|P|A|A|A|A|A|None|1246|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Qara Hülëgü|Yesü Möngke|P|P|A|P|A|A|A|A|A|None|1246|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate II|iq_abbasid_cal_2|Al-Mustasim|Hulegu|P|P|P|A|A|A|A|P|P|Siege of Baghdad (1258)|1258|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Angkor|kh_angkor_3|Jayavarman VIII|Indravarman III|P|P|A|P|P|IA|IA|SU|IA|None|1295|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kamakura Shogunate|jp_kamakura|Fujiwara no Yoritsugu|Prince Munetaka|P|P|A|P|A|A|A|A|A|None|1252|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mongol Empire|mn_mongol_emp|Güyük Khan (Ting Tsung, Guyuk)|Interregnum|A|A|SU|A|A|A|A|A|A|None|1248|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Yesü Möngke|Mubarak Shah|P|P|A|P|A|A|A|A|A|None|1252|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Mahmud I|Balban|A|A|A|A|A|A|A|A|A|None|1266|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|Gugua|Shekkarau|IA|IA|IA|IA|IA|IA|IA|IA|IA||1290|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mongol Empire|mn_mongol_emp|Interregnum|Möngke Khan (Hsien Tsung, Mengge)|P|A|A|A|A|A|A|A|A|None|1251|Confident|||False
Crisisdb|Power Transitions||Power Transition|Grand Principality of Moscow, Mongolian period|ru_moskva_mongolian_period|Alexander Nevsky|Daniel of Moscow|A|A|A|A|A|A|A|A|A|None|1263|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Marino Morosini|Reniero Zeno|A|A|A|A|A|A|A|A|A||1253|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Fragmented Period|de_empire_3|Great Interregnum|Rudolf I of Habsburg|P|A|A|A|A|A|A|A|A||1273|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mongol Empire|mn_mongol_emp|Möngke Khan (Hsien Tsung, Mengge)|Kublai Khan and Emperor Shizu of Yuan (Shih Tsu)|P|A|A|P|A|A|A|P|A|None|1259|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Mubarak Shah|Alghu bin Baidar|P|P|A|A|A|A|A|P|A|None|1260|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kamakura Shogunate|jp_kamakura|Prince Munetaka|Prince Koreyasu|P|P|A|P|A|A|A|A|A|None|1266|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Reniero Zeno|Lorenzo Tiepolo|A|A|A|A|A|A|A|A|A||1268|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Přemyslid Dynasty|cz_bohemian_k_1|Ottokar II (Přemysl II. Otakar)|Wenceslaus II (Václav II.)|P|A|P|A|A|A|A|P|A|None|1278|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|Eze Nri (name forgotten)|Eze Nri Nrijiofo|||||||||||1300|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Mu’izz Aybak|Al-Mansur Ali I|P|P|P|P|A|A|A|A|A|None|1257|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Sartaq Khan|Berke Khan|P|P|P|P|A|A|A|A|A|None|1256|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Ewedo|Oguola|||||||||||1280|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Hulegu|Abaqa|A|A|A|A|A|A|A|A|A|None|1265|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|Rajendra III||P|P|A|IP|IP|P|IP|P|P||1280|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Mansur Ali I|Al-Muzzafar Qutuz|P|A|A|A|A|A|A|A|A|None|1259|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Berke Khan|Möngke Temür|A|A|A|A|A|A|A|A|A|None|1266|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Norway II|no_norway_k_2|Magnus VI Haakonsson Sverre |Eric II Magnusson Sverre |A|A|A|A|A|A|A|A|A||1280|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Muzzafar Qutuz|Al-Zahir Baybars I|P|P|P|P|P|A|A|A|A|None|1260|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Alghu bin Baidar|Ghiyas-ud-din Baraq|P|P|A|P|P|A|A|P|P|None|1266|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Zahir Baybars I|Al-Said Baraka Khan|A|A|A|A|A|A|A|A|A|None|1277|Confident|||False
Crisisdb|Power Transitions||Power Transition|Great Yuan|cn_yuan_dyn|Shizu of Yuan (Shih Tsu, Kublai Khan)|Chengzong of Yuan (Ch’eng Tsung, Temür Khan)|P|A|A|P|A|A|A|A|A|None|1294|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|‘Alī b. Dāwūd / Ale Daute|al-Ḥasan b. Ṭālūt|SU|P|SU|SU|SU|SU|SU|P|SU||1267|Confident|||False
Crisisdb|Power Transitions||Power Transition|Grand Principality of Moscow, Mongolian period|ru_moskva_mongolian_period|Daniel of Moscow|Yuriy Danilovich|A|A|A|A|A|A|A|A|A|None|1303|Confident|||False
Crisisdb|Power Transitions||Power Transition|Southern Song|cn_southern_song_dyn|Duzong of Southern Song (Zhao Qi)|Gong of Southern Song (Zhao Xian)|A|A|A|A|A|A|A|A|A|None|1274|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Abaqa|Teguder|A|A|IA|A|A|A|A|A|A|None|1282|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Ghiyas-ud-din Baraq|Negübei (Puppet of Kaidu bin Kashin)|P|P|P|A|A|A|A|P|P|None|1270|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Möngke Temür|Töde Möngke|A|A|A|A|A|A|A|A|A|None|1280|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Balban|Qaiqabad|A|A|A|A|A|A|A|A|A|None|1287|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kamakura Shogunate|jp_kamakura|Prince Koreyasu|Prince Hisaaki|P|P|A|P|A|A|A|A|A|None|1289|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Lorenzo Tiepolo|Jacopo Contarini|A|A|A|A|A|A|A|A|A||1275|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Negübei (Puppet of Kaidu bin Kashin)|Buqa Temür (Puppet of Kaidu bin Kashin)|P|P|A|A|P|A|P|P|A|None|1272|Confident|||False
Crisisdb|Power Transitions||Power Transition|Dambadaneiya|sl_dambadeniya|Vijayabahu IV|Bhuvanaikabahu I|P|P|P|P|P|A|A|A|A||1272|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|Stephen V|Ladislaus IV|P|A|A|P|A|A|A|A|A||1272|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Capetian|fr_capetian_k_2|Philip III, the Bold|Philip IV, the Fair|A|A|A|A|A|A|A|A|A|Aragonese Crusade|1285|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Yekunno Amlak|Yagba Siyon|IA|IA|IA|IA|IA|IA|IA|IA|IA||1285|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Buqa Temür (Puppet of Kaidu bin Kashin)|Duwa (Puppet of Kaidu bin Kashin)|A|A|A|A|A|A|A|A|A|None|1282|Confident|||False
Crisisdb|Power Transitions||Power Transition|Dambadaneiya|sl_dambadeniya|Bhuvanaikabahu I|Interregnum|A|A|A|A|A||A|A|A||1284|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|Ladislaus IV|Andrew III the Venetian|P|IP|IP|IP|A|A|A|A|A||1290|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Plantagenet England|gb_england_plantagenet|Edward I|Edward II|A|A|A|IA|IA|IA|IA|A|IA|None|1307|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Fragmented Period|de_empire_3|Rudolf I of Habsburg|Adolf of Nassau|P|A|A|A|A|A|A|A|A||1291|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Norway II|no_norway_k_2|Eric II Magnusson Sverre |Haakon V Magnusson Sverre |A|A|A|A|A|A|A|A|A||1299|Confident|||False
Crisisdb|Power Transitions||Power Transition|Southern Song|cn_southern_song_dyn|Gong of Southern Song (Zhao Xian)|Duangzong of Southern Song (Zhao Shi)|A|P|A|A|A|A|A|P|A|None|1276|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Jacopo Contarini|Giovanni Dandolo|A|A|A|A|A|A|A|A|A||1280|Confident|||False
Crisisdb|Power Transitions||Power Transition|Southern Song|cn_southern_song_dyn|Duangzong of Southern Song (Zhao Shi)|Zhao Bing (Bing of Song)|A|A|A|A|A|A|A|P|A|None|1278|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Said Baraka Khan|Al-Adil Salamish|P|P|A|P|P|A|A|A|A|None|1279|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|al-Ḥasan b. Ṭālūt|Sulaymān b. al-Ḥasan|SU|SU|SU|SU|SU|SU|SU|SU|SU||1294|Confident|||False
Crisisdb|Power Transitions||Power Transition|Southern Song|cn_southern_song_dyn|Zhao Bing (Bing of Song)|Emperor Shizu of Yuan (Shih Tsu, Kublai Khan) - END OF SOUTHERN SONG DYNASTY|P|P|A|A|A|A|A|P|A|Battle of Yamen|1279|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Přemyslid Dynasty|cz_bohemian_k_1|Wenceslaus II (Václav II.)|Wenceslaus III (Václav III.)|P|A|A|P|A|A|A|A|A|None|1305|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Adil Salamish|Al-Mansur Qalaun|P|P|A|P|A|A|A|A|A|None|1279|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Mansur Qalaun|Al-Ashraf Khalil|SU|SU|SU|SU|A|A|A|A|A|None|1290|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Töde Möngke|Töle Buqa|A|A|A|A|A|A|A|A|A|None|1287|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Giovanni Dandolo|Pietro Gradenigo|A|A|A|A|A|A|A|A|A||1289|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Oguola|Edoni|||||||||||1295|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Teguder|Arghun|P|P|A|P|P|A|A|A|P|None|1284|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Duwa (Puppet of Kaidu bin Kashin)|Könchek|A|A|A|A|A|A|A|A|A|None|1307|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Arghun|Gaikhatu|A|A|A|A|A|A|A|A|A|None|1291|Confident|||False
Crisisdb|Power Transitions||Power Transition|Dambadaneiya|sl_dambadeniya|Interregnum|end of polity|IP|IA|A|U|U|U|U|IP|P||1293|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Yagba Siyon|Senfa Ared IV|DIS|DIS|A|IP|IA|A|A|IP|IA||1294|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ifat Sultanate|so_ifat_sultanate|Umar ibn Dunyahuz|Jaziwi|||||||||||1304|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Capetian|fr_capetian_k_2|Philip IV, the Fair|Louis X, the Stubborn|P|A|A|P|A|A|A|A|A|None|1314|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Qaiqabad|Kayumars|P|P|P|P|A|A|A|A|A|None|1290|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Töle Buqa|Toqta|P|P|P|P|A|A|A|A|A|None|1291|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kamakura Shogunate|jp_kamakura|Prince Hisaaki|Prince Morikuni|P|P|A|P|A|A|A|A|A|None|1308|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Pietro Gradenigo|Marino Zorzi|A|A|A|A|A|A|A|A|A||1311|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Kayumars|Firuz Khalji|P|P|P|P|A|A|A|A|A|None|1290|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Ashraf Khalil|Al-Nasir Muhammad I|P|P|P|A|P|A|A|A|A|None|1293|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Firuz Khalji|Aluaddin Khalji|P|P|P|P|P|A|A|A|A|None|1296|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|Andrew III the Venetian|Interregnum|P|A|A|P|A|A|A|A|A||1301|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|Shekkarau|Tsamia|IA|IA|IA|IA|IA|IA|IA|IA|IA||1307|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Gaikhatu|Baidu|P|P|P|P|P|A|A|A|A|None|1295|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Toqta|Muhammad Uzbeg Khan|P|A|A|P|A|A|A|A|A|None|1312|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Fragmented Period|de_empire_3|Adolf of Nassau|Albert I of Habsburg|P|P|A|P|P|A|A|A|A|Battle of Göllheim|1298|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Nasir Muhammad I|Al-Adil Kitbugha|P|P|A|P|IP|A|A|A|A|None|1294|Confident|||False
Crisisdb|Power Transitions||Power Transition|Majapahit Kingdom|id_majapahit_k|Raden Wijaya|Jayanegara||A|A|A|A|A|A|P|A||1309|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Senfa Ared IV|Hezba Asgad|DIS|DIS|IA|IP|IA|A|A|IP|IA||1295|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Adil Kitbugha|Al-Mansur Lajin|P|P|A|P|IP|A|A|A|A|None|1296|Confident|||False
Crisisdb|Power Transitions||Power Transition|Great Yuan|cn_yuan_dyn|Chengzong of Yuan (Ch’eng Tsung, Temür Khan)|Wu-Tsung of Yuan (Wu Tsung, Külüg Khan, Khaishan)|P|A|A|P|A|A|A|A|A|None|1307|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|Sulaymān b. al-Ḥasan|Dāwūd b. Sulaymān|SU|P|P|P|SU|SU|SU|SU|SU||1308|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Baidu|Ghazan|P|P|P|P|P|A|A|A|A|None|1295|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Hezba Asgad|Kedma Asgad|DIS|DIS|IA|IP|IA|A|A|IP|IA||1296|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Edoni|Udagbedo|||||||||||1299|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Ghazan|Oljeitu|IP|A|A|IP|A|A|A|A|A|None|1304|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Angkor|kh_angkor_3|Indravarman III|Indrajayavarman|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1308|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Kedma Asgad|Djin Asgad|IP|DIS|IA|IP|IA|A|A|IP|IA||1297|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Mansur Lajin|Al-Nasir Muhammad I|P|P|P|P|IP|A|A|A|A|None|1299|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Aluaddin Khalji|Omar|P|A|A|A|A|A|A|A|A|None|1316|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Djin Asgad|Saba Asgad|IP|DIS|IA|IP|IA|A|A|IP|IA||1298|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|State of the Teutonic Order|pl_teutonic_order|Gottfried von Hohenlohe|Siegfried von Feuchtwangen|P|P|A|P|A|A|A|A|A||1303|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Saba Asgad|Widim Ra'ad|P|A|U|IA|A|A|A|P|IA||1299|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Fragmented Period|de_empire_3|Albert I of Habsburg|Henry VII of Luxembourg|P|P|P|P|A|A|A|A|A||1308|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Nasir Muhammad I|Al-Muzaffar Baybars II|P|P|A|P|P|A|A|A|A|None|1309|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Widim Ra'ad|Amda Seyon|IA|A|A|IA|A|A|A|A|A||1314|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Norway II|no_norway_k_2|Haakon V Magnusson Sverre |Magnus VII Bjelbo|A|A|A|A|A|A|A|A|A||1319|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Udagbedo|Ohen|||||||||||1334|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|Eze Nri Nrijiofo|Eze Nri (name forgotten)|||||||||||1371|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Anjou and Later Dynasties|hu_later_dyn|Interregnum|Charles I|P|P|A|P|P|U|IP|A|IP||1310|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Jaffna|sl_jaffa_k|Segarajasekaran III|Pararajasekaran III|IA|IA|IA|IA|IA|IA|IA|IA|IA||1325|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|State of the Teutonic Order|pl_teutonic_order|Siegfried von Feuchtwangen|Karl von Trier|A|A|A|A|A|A|A|A|A||1311|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Grand Principality of Moscow, Mongolian period|ru_moskva_mongolian_period|Yuriy Danilovich|Ivan I Danilovich Kalita|A|A|A|A|A|A|A|A|A|None|1325|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ilkhanate|ir_il_khanate|Oljeitu|Abu Said|P|A|DIS|A|A|A|A|A|A|None|1316|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ifat Sultanate|so_ifat_sultanate|Jaziwi|Haqq ad-Din|||||||||||1321|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Přemyslid Dynasty|cz_bohemian_k_1|Wenceslaus III (Václav III.)|Rudolph I (Rudolf I.)|P|P|P|A|A|A|A|P|A|None|1306|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Přemyslid Dynasty|cz_bohemian_k_1|Rudolph I (Rudolf I.)|Henry the Carinthian|P|A|A|A|P|A|A|A|A|None|1307|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Könchek|Taliqu|P|A|A|IP|A|A|A|A|A|None|1308|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Přemyslid Dynasty|cz_bohemian_k_1|Henry the Carinthian|John the Blind (Jan Lucemburský)|P|P|A|A|P|A|A|P|A|None|1310|Confident|||False
Crisisdb|Power Transitions||Power Transition|Great Yuan|cn_yuan_dyn|Wu-Tsung of Yuan (Wu Tsung, Külüg Khan, Khaishan)|Renzong of Yuan (Jen Tsung, Ayurbarwada, Buyantu Khan)|A|A|A|A|A|A|A|A|A|None|1311|Confident|||False
Crisisdb|Power Transitions||Power Transition|Plantagenet England|gb_england_plantagenet|Edward II|Edward III|P|A|A|P|IA|IA|IA|A|IA|None|1327|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|Tsamia|Osumanu Zamnagawa|SU|IA|P|P|IA|IA|IA|IA|IA||1343|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Taliqu|Kebek|P|P|IA|A|P|A|A|A|A|None|1309|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|Dāwūd b. Sulaymān|al-Ḥasan b. Sulaymān, Abu ’Mawāhib|SU|SU|SU|SU|SU|SU|SU|SU|SU||1310|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Fragmented Period|de_empire_3|Henry VII of Luxembourg|Louis IV of Bavaria|P|P|A|P|P|A|A|A|A|Battle of Mühldorf|1314|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Angkor|kh_angkor_3|Indrajayavarman|Jayavarmaparamesvara|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1327|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kamakura Shogunate|jp_kamakura|Prince Morikuni|Emperor Go-Daigo|P|P|A|P|A|A|A|A|A|Genkō War|1333|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Kebek|Esen Buqa I|A|A|A|A|A|A|A|A|A|None|1310|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Muzaffar Baybars II|Al-Nasir Muhammad I|P|P|P|P|A|A|A|A|A|None|1310|Confident|||False
Crisisdb|Power Transitions||Power Transition|Majapahit Kingdom|id_majapahit_k|Jayanegara|Tribhuwana Wijayatunggadewi|A|A|P|A|A|A|A|P|IP||1328|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Italian Republic Restoration Period|it_republic_restoration|Interregnum|Cola di Rienzo (Rector of Rome, Tribune)|P|A|A|A|P|P|P|A|A|None|1347|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chagatai Khanate|uz_chagatai_khanate|Esen Buqa I|Kebek|A|A|A|A|A|A|A|A|A|None|1318|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|al-Ḥasan b. Sulaymān, Abu ’Mawāhib|Dāwūd b. Sulaymān|SU|SU|SU|SU|SU|SU|SU|SU|SU||1333|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|Al-Nasir Muhammad I|Al-Mansur Abu Bakr|P|A|A|A|A|A|A|A|A|None|1341|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Anjou and Later Dynasties|hu_later_dyn|Charles I|Louis I|A|A|A|A|A|A|A|A|A||1342|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|cz_bohemian_k_2|John the Blind (Jan Lucemburský)|Charles IV (Karel I.)|A|A|A|A|A|A|A|A|A|None|1346|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Marino Zorzi|Giovanni Soranzo|A|A|A|A|A|A|A|A|A||1312|Confident|||False
Crisisdb|Power Transitions||Power Transition|Great Yuan|cn_yuan_dyn|Renzong of Yuan (Jen Tsung, Ayurbarwada, Buyantu Khan)|Yingzong of Yuan (Ying Tsung, Shidibala, Gegeen Khan)|A|A|A|A|A|A|A|A|A|None|1320|Confident|||False
Crisisdb|Power Transitions||Power Transition|State of the Teutonic Order|pl_teutonic_order|Karl von Trier|Werner von Orseln|A|A|A|A|A|A|A|A|A||1324|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|Giovanni Soranzo|Francesco Dandolo|A|A|A|A|A|A|A|A|A||1328|Confident|||False
Crisisdb|Power Transitions||Power Transition|Golden Horde|ru_golden_horde|Muhammad Uzbeg Khan|Jānī Beg|P|P|P|P|A|A|A|A|A|None|1341|Confident|||False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Capetian|fr_capetian_k_2|Louis X, the Stubborn|John I|A|A|IA|A|A|A|A|A|A|None|1316|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|Amda Seyon|Sayfa Arad|A|A|A|IA|A|A|A|IA|A||1344|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Fragmented Period|de_empire_3|Louis IV of Bavaria|Charles IV of Luxembourg|P|A|A|P|A|A|A|A|A|None|1348|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|Omar|Mubarak I|P|P|A|A|A|A|A|A|A|None|1316|Confident|||False
